Date,price_24k,price_22k,price_18k
2015-03-17,2318.09,2123.37,1738.57
2015-03-18,2317.94,2123.23,1738.46
2015-03-19,2356.47,2158.52,1767.35
2015-03-20,2380.11,2180.18,1785.09
2015-03-23,2383.49,2183.27,1787.61
2015-03-24,2384.01,2183.76,1788.01
2015-03-25,2397.33,2195.96,1798.0
2015-03-26,2420.08,2216.79,1815.06
2015-03-27,2423.59,2220.01,1817.7
2015-03-30,2381.33,2181.3,1786.0
2015-03-31,2377.69,2177.96,1783.27
2015-04-01,2420.05,2216.76,1815.03
2015-04-02,2400.33,2198.7,1800.25
2015-04-06,2431.44,2227.2,1823.58
2015-04-07,2415.48,2212.58,1811.61
2015-04-08,2410.15,2207.69,1807.61
2015-04-09,2386.24,2185.8,1789.68
2015-04-10,2413.34,2210.62,1810.01
2015-04-13,2400.99,2199.31,1800.74
2015-04-14,2392.66,2191.67,1794.49
2015-04-15,2407.13,2204.93,1805.35
2015-04-16,2403.05,2201.19,1802.29
2015-04-17,2410.4,2207.93,1807.8
2015-04-20,2399.89,2198.3,1799.92
2015-04-21,2442.08,2236.94,1831.56
2015-04-22,2399.41,2197.86,1799.55
2015-04-23,2416.76,2213.75,1812.57
2015-04-24,2391.21,2190.34,1793.4
2015-04-27,2462.62,2255.76,1846.96
2015-04-28,2464.42,2257.4,1848.31
2015-04-29,2451.73,2245.78,1838.8
2015-04-30,2411.75,2209.16,1808.81
2015-05-01,2398.69,2197.2,1799.02
2015-05-04,2423.81,2220.21,1817.86
2015-05-05,2439.57,2234.65,1829.68
2015-05-06,2424.11,2220.49,1818.08
2015-05-07,2420.04,2216.75,1815.03
2015-05-08,2449.88,2244.09,1837.41
2015-05-11,2423.35,2219.79,1817.51
2015-05-12,2454.72,2248.52,1841.04
2015-05-13,2515.3,2304.02,1886.48
2015-05-14,2523.17,2311.23,1892.38
2015-05-15,2498.32,2288.46,1873.74
2015-05-18,2504.0,2293.66,1878.0
2015-05-19,2472.86,2265.14,1854.64
2015-05-20,2479.13,2270.89,1859.35
2015-05-21,2463.71,2256.76,1847.78
2015-05-22,2463.54,2256.6,1847.66
2015-05-26,2426.46,2222.64,1819.85
2015-05-27,2439.25,2234.35,1829.44
2015-05-28,2439.88,2234.93,1829.91
2015-05-29,2440.67,2235.66,1830.5
2015-06-01,2435.02,2230.47,1826.26
2015-06-02,2442.06,2236.93,1831.55
2015-06-03,2424.82,2221.13,1818.61
2015-06-04,2419.76,2216.5,1814.82
2015-06-05,2402.96,2201.11,1802.22
2015-06-08,2405.05,2203.03,1803.79
2015-06-09,2421.56,2218.15,1816.17
2015-06-10,2442.02,2236.89,1831.52
2015-06-11,2420.19,2216.9,1815.14
2015-06-12,2425.52,2221.77,1819.14
2015-06-15,2442.43,2237.27,1831.83
2015-06-16,2431.03,2226.82,1823.27
2015-06-17,2427.5,2223.59,1820.62
2015-06-18,2472.38,2264.7,1854.28
2015-06-19,2458.55,2252.03,1843.91
2015-06-22,2416.3,2213.33,1812.23
2015-06-23,2401.56,2199.83,1801.17
2015-06-24,2397.72,2196.31,1798.29
2015-06-25,2394.04,2192.94,1795.53
2015-06-26,2394.97,2193.8,1796.23
2015-06-29,2403.87,2201.94,1802.9
2015-06-30,2400.14,2198.53,1800.1
2015-07-01,2389.98,2189.22,1792.48
2015-07-02,2377.11,2177.44,1782.84
2015-07-06,2390.94,2190.1,1793.2
2015-07-07,2347.7,2150.5,1760.78
2015-07-08,2375.63,2176.08,1781.72
2015-07-09,2368.49,2169.54,1776.37
2015-07-10,2358.46,2160.35,1768.85
2015-07-13,2352.93,2155.28,1764.69
2015-07-14,2355.06,2157.24,1766.3
2015-07-15,2335.6,2139.41,1751.7
2015-07-16,2336.03,2139.8,1752.02
2015-07-17,2309.99,2115.96,1732.5
2015-07-20,2258.84,2069.09,1694.13
2015-07-21,2257.1,2067.51,1692.83
2015-07-22,2231.08,2043.67,1673.31
2015-07-23,2239.25,2051.15,1679.44
2015-07-24,2228.48,2041.28,1671.36
2015-07-27,2259.73,2069.92,1694.8
2015-07-28,2263.45,2073.32,1697.58
2015-07-29,2242.73,2054.34,1682.05
2015-07-30,2235.45,2047.67,1676.59
2015-07-31,2257.07,2067.48,1692.8
2015-08-03,2240.9,2052.66,1680.67
2015-08-04,2248.62,2059.74,1686.47
2015-08-05,2227.67,2040.54,1670.75
2015-08-06,2232.59,2045.05,1674.44
2015-08-07,2241.88,2053.56,1681.41
2015-08-10,2262.57,2072.52,1696.93
2015-08-11,2273.28,2082.32,1704.96
2015-08-12,2322.92,2127.8,1742.19
2015-08-13,2324.38,2129.13,1743.28
2015-08-14,2335.36,2139.19,1751.52
2015-08-17,2342.03,2145.3,1756.53
2015-08-18,2350.42,2152.99,1762.82
2015-08-19,2373.68,2174.29,1780.26
2015-08-20,2411.54,2208.97,1808.65
2015-08-21,2440.52,2235.51,1830.39
2015-08-24,2448.42,2242.75,1836.31
2015-08-25,2444.73,2239.37,1833.55
2015-08-26,2396.57,2195.26,1797.43
2015-08-27,2383.69,2183.46,1787.77
2015-08-28,2406.38,2204.25,1804.79
2015-08-31,2406.4,2204.26,1804.8
2015-09-01,2429.08,2225.03,1821.81
2015-09-02,2418.51,2215.35,1813.88
2015-09-03,2392.6,2191.62,1794.45
2015-09-04,2383.62,2183.4,1787.71
2015-09-08,2406.36,2204.22,1804.77
2015-09-09,2353.2,2155.53,1764.9
2015-09-10,2375.6,2176.05,1781.7
2015-09-11,2352.89,2155.24,1764.67
2015-09-14,2358.81,2160.67,1769.11
2015-09-15,2351.25,2153.75,1763.44
2015-09-16,2390.36,2189.57,1792.77
2015-09-17,2377.89,2178.15,1783.42
2015-09-18,2419.45,2216.22,1814.59
2015-09-21,2399.32,2197.77,1799.49
2015-09-22,2377.75,2178.02,1783.31
2015-09-23,2396.65,2195.33,1797.49
2015-09-24,2454.31,2248.15,1840.73
2015-09-25,2439.89,2234.94,1829.92
2015-09-28,2407.98,2205.71,1805.98
2015-09-29,2401.07,2199.38,1800.8
2015-09-30,2364.16,2165.57,1773.12
2015-10-01,2347.33,2150.15,1760.5
2015-10-02,2398.9,2197.39,1799.18
2015-10-05,2391.46,2190.58,1793.6
2015-10-06,2401.11,2199.42,1800.84
2015-10-07,2407.97,2205.7,1805.98
2015-10-08,2389.95,2189.19,1792.46
2015-10-09,2416.25,2213.28,1812.18
2015-10-12,2425.87,2222.09,1819.4
2015-10-13,2428.11,2224.15,1821.09
2015-10-14,2469.39,2261.97,1852.05
2015-10-15,2476.7,2268.66,1857.53
2015-10-16,2465.26,2258.18,1848.95
2015-10-19,2440.45,2235.46,1830.34
2015-10-20,2459.92,2253.29,1844.94
2015-10-21,2439.82,2234.88,1829.87
2015-10-22,2443.92,2238.63,1832.94
2015-10-23,2432.93,2228.56,1824.7
2015-10-26,2434.48,2229.98,1825.86
2015-10-27,2434.66,2230.15,1826.0
2015-10-28,2462.44,2255.59,1846.83
2015-10-29,2395.42,2194.21,1796.57
2015-10-30,2401.8,2200.05,1801.35
2015-11-02,2388.75,2188.09,1791.56
2015-11-03,2347.83,2150.61,1760.87
2015-11-04,2331.25,2135.43,1748.44
2015-11-05,2328.74,2133.13,1746.56
2015-11-06,2302.93,2109.49,1727.2
2015-11-09,2313.12,2118.82,1734.84
2015-11-10,2325.48,2130.14,1744.11
2015-11-11,2308.41,2114.5,1731.31
2015-11-12,2295.59,2102.76,1721.69
2015-11-13,2295.07,2102.28,1721.3
2015-11-16,2301.33,2108.02,1726.0
2015-11-17,2264.19,2073.99,1698.14
2015-11-18,2269.21,2078.6,1701.91
2015-11-19,2290.06,2097.69,1717.54
2015-11-20,2287.01,2094.9,1715.25
2015-11-23,2265.41,2075.11,1699.06
2015-11-24,2292.42,2099.86,1719.32
2015-11-25,2281.87,2090.19,1711.4
2015-11-27,2260.15,2070.3,1695.11
2015-11-30,2292.41,2099.85,1719.31
2015-12-01,2274.7,2083.63,1706.03
2015-12-02,2252.58,2063.37,1689.44
2015-12-03,2271.88,2081.05,1703.91
2015-12-04,2329.25,2133.59,1746.94
2015-12-07,2306.07,2112.36,1729.56
2015-12-08,2310.43,2116.35,1732.82
2015-12-09,2315.47,2120.97,1736.6
2015-12-10,2307.77,2113.92,1730.83
2015-12-11,2312.34,2118.1,1734.25
2015-12-14,2298.29,2105.24,1723.72
2015-12-15,2292.02,2099.49,1719.01
2015-12-16,2318.76,2123.98,1739.07
2015-12-17,2244.2,2055.69,1683.15
2015-12-18,2278.15,2086.79,1708.62
2015-12-21,2304.36,2110.8,1728.27
2015-12-22,2289.96,2097.61,1717.47
2015-12-23,2277.57,2086.25,1708.17
2015-12-24,2291.1,2098.64,1718.32
2015-12-28,2269.48,2078.84,1702.11
2015-12-29,2291.04,2098.59,1718.28
2015-12-30,2258.34,2068.64,1693.75
2015-12-31,2265.41,2075.12,1699.06
2016-01-04,2287.98,2095.79,1715.98
2016-01-05,2309.15,2115.18,1731.86
2016-01-06,2335.35,2139.18,1751.51
2016-01-07,2376.27,2176.66,1782.2
2016-01-08,2361.98,2163.57,1771.49
2016-01-11,2356.33,2158.4,1767.25
2016-01-12,2331.26,2135.44,1748.45
2016-01-13,2339.78,2143.24,1754.84
2016-01-14,2311.08,2116.95,1733.31
2016-01-15,2361.87,2163.47,1771.4
2016-01-19,2372.67,2173.36,1779.5
2016-01-20,2412.1,2209.49,1809.08
2016-01-21,2401.1,2199.41,1800.83
2016-01-22,2391.98,2191.05,1793.98
2016-01-25,2402.1,2200.33,1801.58
2016-01-26,2442.98,2237.77,1832.23
2016-01-27,2431.82,2227.55,1823.86
2016-01-28,2446.01,2240.54,1834.51
2016-01-29,2444.07,2238.77,1833.05
2016-02-01,2461.16,2254.42,1845.87
2016-02-02,2460.28,2253.62,1845.21
2016-02-03,2494.65,2285.1,1870.99
2016-02-04,2528.09,2315.73,1896.06
2016-02-05,2515.01,2303.75,1886.26
2016-02-08,2611.28,2391.93,1958.46
2016-02-09,2623.59,2403.2,1967.69
2016-02-10,2609.15,2389.98,1956.86
2016-02-11,2723.93,2495.12,2042.95
2016-02-12,2727.86,2498.72,2045.9
2016-02-16,2646.09,2423.82,1984.57
2016-02-17,2667.47,2443.4,2000.6
2016-02-18,2694.59,2468.25,2020.95
2016-02-19,2712.35,2484.51,2034.26
2016-02-22,2665.19,2441.31,1998.89
2016-02-23,2694.81,2468.45,2021.11
2016-02-24,2732.12,2502.62,2049.09
2016-02-25,2721.98,2493.34,2041.49
2016-02-26,2698.04,2471.41,2023.53
2016-02-29,2726.57,2497.54,2044.93
2016-03-01,2698.37,2471.7,2023.77
2016-03-02,2703.22,2476.15,2027.41
2016-03-03,2724.25,2495.41,2043.19
2016-03-04,2741.33,2511.06,2056.0
2016-03-07,2718.21,2489.88,2038.66
2016-03-08,2720.55,2492.03,2040.42
2016-03-09,2721.26,2492.68,2040.95
2016-03-10,2745.94,2515.28,2059.46
2016-03-11,2723.87,2495.06,2042.9
2016-03-14,2677.08,2452.2,2007.81
2016-03-15,2657.29,2434.07,1992.96
2016-03-16,2662.22,2438.6,1996.67
2016-03-17,2716.95,2488.72,2037.71
2016-03-18,2685.17,2459.61,2013.88
2016-03-21,2654.31,2431.35,1990.74
2016-03-22,2669.48,2445.25,2002.11
2016-03-23,2626.69,2406.04,1970.01
2016-03-24,2627.17,2406.49,1970.38
2016-03-28,2624.14,2403.71,1968.1
2016-03-29,2657.91,2434.65,1993.43
2016-03-30,2617.93,2398.03,1963.45
2016-03-31,2633.51,2412.3,1975.13
2016-04-01,2603.19,2384.52,1952.39
2016-04-04,2598.55,2380.27,1948.91
2016-04-05,2611.85,2392.46,1958.89
2016-04-06,2612.48,2393.03,1959.36
2016-04-07,2644.34,2422.21,1983.25
2016-04-08,2667.64,2443.56,2000.73
2016-04-11,2688.63,2462.79,2016.47
2016-04-12,2684.12,2458.66,2013.09
2016-04-13,2658.27,2434.98,1993.7
2016-04-14,2620.06,2399.98,1965.05
2016-04-15,2641.83,2419.91,1981.37
2016-04-18,2643.53,2421.48,1982.65
2016-04-19,2675.28,2450.55,2006.46
2016-04-20,2668.17,2444.04,2001.13
2016-04-21,2658.5,2435.19,1993.88
2016-04-22,2627.46,2406.76,1970.6
2016-04-25,2654.89,2431.88,1991.17
2016-04-26,2664.04,2440.26,1998.03
2016-04-27,2669.09,2444.89,2001.82
2016-04-28,2699.77,2472.99,2024.83
2016-04-29,2753.77,2522.45,2065.33
2016-05-02,2764.69,2532.45,2073.51
2016-05-03,2754.19,2522.84,2065.64
2016-05-04,2726.11,2497.12,2044.58
2016-05-05,2723.19,2494.44,2042.39
2016-05-06,2768.49,2535.94,2076.37
2016-05-09,2709.71,2482.09,2032.28
2016-05-10,2711.23,2483.48,2033.42
2016-05-11,2731.93,2502.44,2048.95
2016-05-12,2719.65,2491.2,2039.74
2016-05-13,2729.62,2500.33,2047.21
2016-05-16,2738.93,2508.86,2054.2
2016-05-17,2743.93,2513.44,2057.95
2016-05-18,2738.27,2508.25,2053.7
2016-05-19,2708.12,2480.64,2031.09
2016-05-20,2717.0,2488.77,2037.75
2016-05-23,2712.01,2484.2,2034.01
2016-05-24,2664.87,2441.02,1998.65
2016-05-25,2661.15,2437.61,1995.86
2016-05-26,2640.14,2418.37,1980.11
2016-05-27,2612.85,2393.37,1959.64
2016-05-31,2621.99,2401.75,1966.5
2016-06-01,2619.55,2399.51,1964.66
2016-06-02,2622.6,2402.3,1966.95
2016-06-03,2682.94,2457.57,2012.2
2016-06-06,2680.67,2455.49,2010.5
2016-06-07,2672.6,2448.1,2004.45
2016-06-08,2704.13,2476.99,2028.1
2016-06-09,2716.13,2487.97,2037.09
2016-06-10,2732.43,2502.9,2049.32
2016-06-13,2764.45,2532.24,2073.34
2016-06-14,2775.67,2542.52,2081.76
2016-06-15,2782.06,2548.37,2086.54
2016-06-16,2794.97,2560.19,2096.23
2016-06-17,2796.93,2561.99,2097.7
2016-06-20,2781.52,2547.88,2086.14
2016-06-21,2742.09,2511.76,2056.57
2016-06-22,2756.1,2524.59,2067.08
2016-06-23,2733.86,2504.22,2050.4
2016-06-24,2853.68,2613.97,2140.26
2016-06-27,2886.08,2643.65,2164.56
2016-06-28,2872.23,2630.97,2154.17
2016-06-29,2881.82,2639.75,2161.36
2016-06-30,2857.6,2617.56,2143.2
2016-07-01,2900.91,2657.24,2175.69
2016-07-05,2932.15,2685.85,2199.12
2016-07-06,2958.82,2710.28,2219.12
2016-07-07,2947.32,2699.75,2210.49
2016-07-08,2943.93,2696.64,2207.95
2016-07-11,2924.55,2678.89,2193.42
2016-07-12,2880.0,2638.08,2160.0
2016-07-13,2886.05,2643.62,2164.54
2016-07-14,2868.01,2627.1,2151.01
2016-07-15,2850.5,2611.06,2137.88
2016-07-18,2867.18,2626.34,2150.39
2016-07-19,2874.13,2632.71,2155.6
2016-07-20,2849.56,2610.2,2137.17
2016-07-21,2873.04,2631.71,2154.78
2016-07-22,2856.64,2616.68,2142.48
2016-07-25,2848.1,2608.86,2136.07
2016-07-26,2862.11,2621.7,2146.59
2016-07-27,2869.74,2628.68,2152.3
2016-07-28,2872.6,2631.31,2154.45
2016-07-29,2906.18,2662.06,2179.64
2016-08-01,2895.75,2652.51,2171.82
2016-08-02,2928.13,2682.17,2196.1
2016-08-03,2907.05,2662.85,2180.28
2016-08-04,2916.5,2671.52,2187.38
2016-08-05,2871.91,2630.67,2153.93
2016-08-08,2865.2,2624.52,2148.9
2016-08-09,2875.47,2633.93,2156.6
2016-08-10,2886.38,2643.92,2164.78
2016-08-11,2881.43,2639.39,2161.07
2016-08-12,2866.28,2625.51,2149.71
2016-08-15,2882.81,2640.66,2162.11
2016-08-16,2903.24,2659.37,2177.43
2016-08-17,2886.16,2643.73,2164.62
2016-08-18,2906.51,2662.37,2179.88
2016-08-19,2879.6,2637.71,2159.7
2016-08-22,2887.02,2644.51,2165.27
2016-08-23,2895.86,2652.61,2171.9
2016-08-24,2858.42,2618.32,2143.82
2016-08-25,2850.42,2610.98,2137.81
2016-08-26,2846.88,2607.74,2135.16
2016-08-29,2855.14,2615.31,2141.36
2016-08-30,2829.33,2591.66,2121.99
2016-08-31,2820.51,2583.59,2115.38
2016-09-01,2825.54,2588.2,2119.16
2016-09-02,2839.13,2600.65,2129.35
2016-09-06,2883.31,2641.11,2162.48
2016-09-07,2863.56,2623.02,2147.67
2016-09-08,2856.89,2616.91,2142.67
2016-09-09,2841.65,2602.95,2131.23
2016-09-12,2836.14,2597.9,2127.1
2016-09-13,2829.51,2591.83,2122.13
2016-09-14,2846.43,2607.33,2134.82
2016-09-15,2819.19,2582.38,2114.39
2016-09-16,2806.54,2570.79,2104.9
2016-09-19,2832.17,2594.26,2124.12
2016-09-20,2827.95,2590.4,2120.96
2016-09-21,2857.21,2617.2,2142.9
2016-09-22,2877.06,2635.39,2157.8
2016-09-23,2864.23,2623.64,2148.18
2016-09-26,2872.77,2631.46,2154.58
2016-09-27,2839.34,2600.84,2129.51
2016-09-28,2818.42,2581.67,2113.81
2016-09-29,2818.72,2581.95,2114.04
2016-09-30,2821.22,2584.24,2115.92
2016-10-03,2800.63,2565.38,2100.47
2016-10-04,2702.51,2475.5,2026.88
2016-10-05,2708.2,2480.71,2031.15
2016-10-06,2674.64,2449.97,2005.98
2016-10-07,2677.69,2452.76,2008.27
2016-10-11,2678.34,2453.36,2008.76
2016-10-12,2686.89,2461.19,2015.17
2016-10-13,2696.05,2469.59,2022.04
2016-10-14,2690.6,2464.59,2017.95
2016-10-17,2690.22,2464.24,2017.66
2016-10-18,2707.12,2479.72,2030.34
2016-10-19,2720.5,2491.98,2040.38
2016-10-20,2711.43,2483.67,2033.57
2016-10-21,2720.41,2491.9,2040.31
2016-10-24,2714.87,2486.82,2036.15
2016-10-25,2733.01,2503.44,2049.76
2016-10-26,2715.61,2487.5,2036.71
2016-10-27,2725.64,2496.68,2044.23
2016-10-28,2743.57,2513.11,2057.68
2016-10-31,2730.0,2500.68,2047.5
2016-11-01,2757.2,2525.59,2067.9
2016-11-02,2801.47,2566.14,2101.1
2016-11-03,2795.54,2560.71,2096.65
2016-11-04,2794.22,2559.5,2095.66
2016-11-07,2744.76,2514.2,2058.57
2016-11-08,2732.18,2502.68,2049.13
2016-11-09,2709.78,2482.16,2032.34
2016-11-10,2705.97,2478.67,2029.48
2016-11-14,2652.05,2429.28,1989.04
2016-11-15,2667.13,2443.09,2000.35
2016-11-16,2664.75,2440.91,1998.56
2016-11-17,2658.85,2435.51,1994.14
2016-11-18,2641.1,2419.25,1980.83
2016-11-21,2651.1,2428.41,1988.32
2016-11-22,2655.94,2432.84,1991.95
2016-11-23,2614.41,2394.8,1960.8
2016-11-25,2604.08,2385.34,1953.06
2016-11-28,2622.41,2402.13,1966.81
2016-11-29,2618.26,2398.33,1963.7
2016-11-30,2582.55,2365.61,1936.91
2016-12-01,2573.19,2357.05,1929.9
2016-12-02,2577.24,2360.75,1932.93
2016-12-05,2567.09,2351.45,1925.32
2016-12-06,2553.13,2338.67,1914.85
2016-12-07,2558.34,2343.44,1918.76
2016-12-08,2536.09,2323.06,1902.07
2016-12-09,2512.6,2301.54,1884.45
2016-12-12,2523.52,2311.54,1892.64
2016-12-13,2507.19,2296.59,1880.39
2016-12-14,2515.99,2304.64,1886.99
2016-12-15,2459.13,2252.56,1844.34
2016-12-16,2476.39,2268.37,1857.29
2016-12-19,2487.37,2278.43,1865.53
2016-12-20,2467.93,2260.62,1850.95
2016-12-21,2469.12,2261.71,1851.84
2016-12-22,2461.51,2254.74,1846.13
2016-12-23,2468.72,2261.35,1851.54
2016-12-27,2478.08,2269.93,1858.56
2016-12-28,2489.84,2280.69,1867.38
2016-12-29,2535.8,2322.79,1901.85
2016-12-30,2511.71,2300.73,1883.78
2017-01-03,2541.92,2328.4,1906.44
2017-01-04,2554.45,2339.88,1915.84
2017-01-05,2574.78,2358.49,1931.08
2017-01-06,2552.01,2337.64,1914.0
2017-01-09,2592.85,2375.05,1944.64
2017-01-10,2592.65,2374.87,1944.49
2017-01-11,2626.1,2405.51,1969.58
2017-01-12,2626.49,2405.87,1969.87
2017-01-13,2618.2,2398.27,1963.65
2017-01-17,2653.42,2430.53,1990.07
2017-01-18,2644.29,2422.17,1983.22
2017-01-19,2633.11,2411.93,1974.83
2017-01-20,2636.4,2414.94,1977.3
2017-01-23,2659.31,2435.93,1994.48
2017-01-24,2648.02,2425.58,1986.01
2017-01-25,2623.93,2403.52,1967.95
2017-01-26,2599.51,2381.15,1949.63
2017-01-27,2603.17,2384.51,1952.38
2017-01-30,2612.85,2393.37,1959.64
2017-01-31,2635.35,2413.98,1976.51
2017-02-01,2616.42,2396.64,1962.32
2017-02-02,2636.36,2414.9,1977.27
2017-02-03,2635.17,2413.82,1976.38
2017-02-06,2655.76,2432.68,1991.82
2017-02-07,2666.34,2442.37,1999.75
2017-02-08,2679.46,2454.39,2009.6
2017-02-09,2659.11,2435.74,1994.33
2017-02-10,2648.91,2426.4,1986.68
2017-02-13,2631.33,2410.29,1973.49
2017-02-14,2633.07,2411.89,1974.8
2017-02-15,2644.33,2422.21,1983.25
2017-02-16,2665.72,2441.8,1999.29
2017-02-17,2672.47,2447.98,2004.35
2017-02-21,2664.3,2440.5,1998.23
2017-02-22,2652.47,2429.66,1989.35
2017-02-23,2689.61,2463.68,2017.21
2017-02-24,2694.67,2468.32,2021.0
2017-02-27,2693.81,2467.53,2020.36
2017-02-28,2685.87,2460.26,2014.4
2017-03-01,2678.41,2453.43,2008.81
2017-03-02,2648.01,2425.58,1986.01
2017-03-03,2633.74,2412.51,1975.31
2017-03-06,2628.76,2407.94,1971.57
2017-03-07,2604.35,2385.58,1953.26
2017-03-08,2588.32,2370.9,1941.24
2017-03-09,2581.0,2364.2,1935.75
2017-03-10,2574.09,2357.87,1930.57
2017-03-13,2570.18,2354.28,1927.63
2017-03-14,2556.94,2342.16,1917.71
2017-03-15,2537.87,2324.69,1903.4
2017-03-16,2587.6,2370.25,1940.7
2017-03-17,2586.03,2368.8,1939.52
2017-03-20,2596.54,2378.43,1947.4
2017-03-21,2617.53,2397.66,1963.15
2017-03-22,2630.67,2409.69,1973.0
2017-03-23,2620.4,2400.29,1965.3
2017-03-24,2626.32,2405.71,1969.74
2017-03-27,2639.4,2417.69,1979.55
2017-03-28,2625.14,2404.63,1968.85
2017-03-29,2623.78,2403.39,1967.84
2017-03-30,2592.99,2375.18,1944.74
2017-03-31,2598.18,2379.94,1948.64
2017-04-03,2605.74,2386.86,1954.31
2017-04-04,2617.75,2397.86,1963.31
2017-04-05,2604.64,2385.85,1953.48
2017-04-06,2614.48,2394.86,1960.86
2017-04-07,2604.3,2385.53,1953.22
2017-04-10,2584.78,2367.66,1938.58
2017-04-11,2639.18,2417.49,1979.38
2017-04-12,2649.95,2427.35,1987.46
2017-04-13,2666.6,2442.6,1999.95
2017-04-17,2671.94,2447.49,2003.95
2017-04-18,2674.82,2450.13,2006.11
2017-04-19,2660.15,2436.7,1995.11
2017-04-20,2664.35,2440.54,1998.26
2017-04-21,2676.33,2451.52,2007.25
2017-04-24,2651.4,2428.68,1988.55
2017-04-25,2620.03,2399.94,1965.02
2017-04-26,2611.16,2391.82,1958.37
2017-04-27,2601.06,2382.57,1950.79
2017-04-28,2607.63,2388.59,1955.72
2017-05-01,2589.26,2371.76,1941.94
2017-05-02,2589.82,2372.27,1942.36
2017-05-03,2567.46,2351.79,1925.59
2017-05-04,2531.98,2319.3,1898.99
2017-05-05,2526.9,2314.64,1895.17
2017-05-08,2533.37,2320.56,1900.03
2017-05-09,2514.68,2303.44,1886.01
2017-05-10,2529.82,2317.32,1897.37
2017-05-11,2537.5,2324.35,1903.13
2017-05-12,2537.28,2324.15,1902.96
2017-05-15,2534.56,2321.66,1900.92
2017-05-16,2542.71,2329.13,1907.04
2017-05-17,2583.45,2366.44,1937.59
2017-05-18,2584.81,2367.69,1938.61
2017-05-19,2612.7,2393.23,1959.52
2017-05-22,2612.25,2392.82,1959.19
2017-05-23,2602.11,2383.54,1951.59
2017-05-24,2612.64,2393.18,1959.48
2017-05-25,2614.68,2395.05,1961.01
2017-05-26,2630.5,2409.54,1972.87
2017-05-30,2617.59,2397.72,1963.19
2017-05-31,2642.62,2420.64,1981.97
2017-06-01,2627.41,2406.71,1970.56
2017-06-02,2642.49,2420.52,1981.86
2017-06-05,2649.0,2426.49,1986.75
2017-06-06,2677.73,2452.8,2008.3
2017-06-07,2672.01,2447.56,2004.01
2017-06-08,2643.34,2421.3,1982.5
2017-06-09,2620.07,2399.99,1965.05
2017-06-12,2620.53,2400.41,1965.4
2017-06-13,2623.66,2403.27,1967.74
2017-06-14,2633.6,2412.38,1975.2
2017-06-15,2583.26,2366.27,1937.44
2017-06-16,2602.87,2384.23,1952.15
2017-06-19,2575.92,2359.55,1931.94
2017-06-20,2572.99,2356.86,1929.75
2017-06-21,2579.68,2362.99,1934.76
2017-06-22,2588.84,2371.38,1941.63
2017-06-23,2608.68,2389.55,1956.51
2017-06-26,2584.4,2367.31,1938.3
2017-06-27,2581.53,2364.68,1936.15
2017-06-28,2589.0,2371.52,1941.75
2017-06-29,2580.6,2363.83,1935.45
2017-06-30,2584.24,2367.16,1938.18
2017-07-03,2529.77,2317.27,1897.33
2017-07-05,2541.32,2327.85,1905.99
2017-07-06,2545.95,2332.09,1909.46
2017-07-07,2514.59,2303.36,1885.94
2017-07-10,2517.91,2306.41,1888.43
2017-07-11,2521.03,2309.26,1890.77
2017-07-12,2527.0,2314.73,1895.25
2017-07-13,2516.99,2305.56,1887.74
2017-07-14,2540.7,2327.28,1905.53
2017-07-17,2547.26,2333.29,1910.45
2017-07-18,2566.91,2351.29,1925.18
2017-07-19,2566.17,2350.61,1924.63
2017-07-20,2571.9,2355.86,1928.92
2017-07-21,2594.01,2376.11,1945.51
2017-07-24,2598.67,2380.38,1949.0
2017-07-25,2590.25,2372.67,1942.69
2017-07-26,2587.95,2370.56,1940.96
2017-07-27,2605.77,2386.89,1954.33
2017-07-28,2617.46,2397.6,1963.1
2017-07-31,2611.24,2391.9,1958.43
2017-08-01,2626.31,2405.7,1969.74
2017-08-02,2619.2,2399.18,1964.4
2017-08-03,2594.03,2376.14,1945.53
2017-08-04,2576.88,2360.42,1932.66
2017-08-07,2575.38,2359.05,1931.54
2017-08-08,2578.36,2361.78,1933.77
2017-08-09,2607.22,2388.22,1955.42
2017-08-10,2636.77,2415.28,1977.57
2017-08-11,2655.37,2432.32,1991.53
2017-08-14,2645.77,2423.53,1984.33
2017-08-15,2627.96,2407.21,1970.97
2017-08-16,2638.21,2416.6,1978.65
2017-08-17,2653.59,2430.69,1990.2
2017-08-18,2653.32,2430.45,1989.99
2017-08-21,2659.16,2435.79,1994.37
2017-08-22,2650.79,2428.12,1988.09
2017-08-23,2654.48,2431.51,1990.86
2017-08-24,2647.37,2424.99,1985.53
2017-08-25,2660.96,2437.44,1995.72
2017-08-28,2694.71,2468.35,2021.03
2017-08-29,2693.0,2466.79,2019.75
2017-08-30,2691.05,2465.0,2018.29
2017-08-31,2707.27,2479.86,2030.45
2017-09-01,2721.6,2492.99,2041.2
2017-09-05,2756.73,2525.17,2067.55
2017-09-06,2748.98,2518.07,2061.74
2017-09-07,2768.41,2535.86,2076.3
2017-09-08,2767.43,2534.97,2075.57
2017-09-11,2735.77,2505.97,2051.83
2017-09-12,2731.7,2502.24,2048.78
2017-09-13,2722.56,2493.87,2041.92
2017-09-14,2730.67,2501.29,2048.0
2017-09-15,2723.5,2494.72,2042.62
2017-09-18,2692.95,2466.74,2019.71
2017-09-19,2696.71,2470.19,2022.54
2017-09-20,2712.23,2484.4,2034.17
2017-09-21,2667.37,2443.31,2000.53
2017-09-22,2694.51,2468.17,2020.89
