Date,price_24k,price_22k,price_18k
2009-11-06,1645.63,1507.4,1234.23
2009-11-09,1641.03,1503.19,1230.78
2009-11-10,1640.9,1503.07,1230.68
2009-11-11,1662.14,1522.52,1246.61
2009-11-12,1659.17,1519.8,1244.38
2009-11-13,1659.9,1520.46,1244.92
2009-11-16,1683.55,1542.13,1262.66
2009-11-17,1692.63,1550.45,1269.47
2009-11-18,1690.69,1548.67,1268.01
2009-11-19,1708.24,1564.75,1281.18
2009-11-20,1715.35,1571.26,1286.51
2009-11-23,1735.4,1589.62,1301.55
2009-11-24,1734.94,1589.2,1301.2
2009-11-25,1755.73,1608.25,1316.8
2009-11-27,1753.55,1606.25,1315.16
2009-11-30,1764.16,1615.97,1323.12
2009-12-01,1782.18,1632.48,1336.63
2009-12-02,1800.26,1649.04,1350.2
2009-12-03,1800.45,1649.22,1350.34
2009-12-04,1733.01,1587.44,1299.76
2009-12-07,1738.1,1592.1,1303.57
2009-12-08,1712.83,1568.95,1284.62
2009-12-09,1676.02,1535.23,1257.01
2009-12-10,1683.58,1542.16,1262.69
2009-12-11,1672.54,1532.05,1254.41
2009-12-14,1685.41,1543.84,1264.06
2009-12-15,1685.86,1544.25,1264.4
2009-12-16,1700.79,1557.93,1275.6
2009-12-17,1667.77,1527.68,1250.83
2009-12-18,1667.91,1527.8,1250.93
2009-12-21,1648.83,1510.33,1236.62
2009-12-22,1633.98,1496.73,1225.49
2009-12-23,1643.28,1505.25,1232.46
2009-12-24,1655.96,1516.86,1241.97
2009-12-28,1653.49,1514.6,1240.12
2009-12-29,1642.14,1504.2,1231.61
2009-12-30,1631.8,1494.73,1223.85
2009-12-31,1633.81,1496.57,1225.36
2010-01-04,1663.35,1523.63,1247.51
2010-01-05,1657.91,1518.64,1243.43
2010-01-06,1669.69,1529.44,1252.27
2010-01-07,1664.41,1524.6,1248.31
2010-01-08,1665.68,1525.77,1249.26
2010-01-11,1678.06,1537.1,1258.54
2010-01-12,1655.7,1516.62,1241.78
2010-01-13,1661.95,1522.35,1246.46
2010-01-14,1673.78,1533.18,1255.33
2010-01-15,1664.18,1524.39,1248.14
2010-01-19,1679.97,1538.85,1259.98
2010-01-20,1649.24,1510.7,1236.93
2010-01-21,1634.65,1497.34,1225.99
2010-01-22,1618.66,1482.7,1214.0
2010-01-25,1622.47,1486.19,1216.86
2010-01-26,1618.36,1482.41,1213.77
2010-01-27,1614.84,1479.2,1211.13
2010-01-28,1614.7,1479.06,1211.02
2010-01-29,1605.1,1470.27,1203.82
2010-02-01,1643.41,1505.36,1232.56
2010-02-02,1656.15,1517.04,1242.11
2010-02-03,1640.11,1502.34,1230.08
2010-02-04,1578.39,1445.81,1183.79
2010-02-05,1577.11,1444.63,1182.83
2010-02-08,1600.43,1465.99,1200.32
2010-02-09,1605.87,1470.97,1204.4
2010-02-10,1604.11,1469.37,1203.08
2010-02-11,1632.32,1495.21,1224.24
2010-02-12,1625.31,1488.78,1218.98
2010-02-16,1654.65,1515.66,1240.99
2010-02-17,1655.95,1516.85,1241.97
2010-02-18,1658.48,1519.17,1243.86
2010-02-19,1664.82,1524.97,1248.61
2010-02-22,1649.04,1510.52,1236.78
2010-02-23,1640.32,1502.53,1230.24
2010-02-24,1631.8,1494.73,1223.85
2010-02-25,1649.05,1510.53,1236.79
2010-02-26,1650.3,1511.67,1237.72
2010-03-01,1653.15,1514.29,1239.86
2010-03-02,1682.42,1541.1,1261.82
2010-03-03,1673.44,1532.88,1255.08
2010-03-04,1663.02,1523.33,1247.27
2010-03-05,1658.23,1518.94,1243.67
2010-03-08,1640.05,1502.29,1230.04
2010-03-09,1643.13,1505.11,1232.35
2010-03-10,1613.79,1478.23,1210.34
2010-03-11,1619.07,1483.06,1214.3
2010-03-12,1611.27,1475.92,1208.45
2010-03-15,1618.66,1482.7,1214.0
2010-03-16,1637.65,1500.09,1228.24
2010-03-17,1636.3,1498.85,1227.23
2010-03-18,1645.24,1507.04,1233.93
2010-03-19,1611.07,1475.74,1208.3
2010-03-22,1607.06,1472.07,1205.29
2010-03-23,1610.72,1475.42,1208.04
2010-03-24,1588.97,1455.49,1191.73
2010-03-25,1598.04,1463.81,1198.53
2010-03-26,1601.44,1466.92,1201.08
2010-03-29,1599.22,1464.89,1199.42
2010-03-30,1595.84,1461.79,1196.88
2010-03-31,1603.54,1468.85,1202.66
2010-04-01,1613.31,1477.79,1209.98
2010-04-05,1615.75,1480.03,1211.81
2010-04-06,1618.16,1482.23,1213.62
2010-04-07,1644.9,1506.73,1233.67
2010-04-08,1642.53,1504.56,1231.9
2010-04-09,1647.01,1508.66,1235.26
2010-04-12,1655.93,1516.84,1241.95
2010-04-13,1652.21,1513.42,1239.16
2010-04-14,1647.38,1509.0,1235.54
2010-04-15,1651.36,1512.65,1238.52
2010-04-16,1619.06,1483.06,1214.3
2010-04-19,1632.46,1495.33,1224.35
2010-04-20,1624.98,1488.48,1218.73
2010-04-21,1639.05,1501.37,1229.28
2010-04-22,1632.09,1495.0,1224.07
2010-04-23,1641.96,1504.04,1231.47
2010-04-26,1641.05,1503.2,1230.79
2010-04-27,1660.18,1520.73,1245.14
2010-04-28,1675.79,1535.02,1256.84
2010-04-29,1669.76,1529.5,1252.32
2010-04-30,1678.89,1537.87,1259.17
2010-05-03,1688.29,1546.48,1266.22
2010-05-04,1673.8,1533.2,1255.35
2010-05-05,1693.73,1551.45,1270.29
2010-05-06,1749.36,1602.41,1312.02
2010-05-07,1766.87,1618.45,1325.15
2010-05-10,1727.57,1582.46,1295.68
2010-05-11,1764.54,1616.32,1323.4
2010-05-12,1795.92,1645.06,1346.94
2010-05-13,1775.44,1626.3,1331.58
2010-05-14,1785.65,1635.65,1339.23
2010-05-17,1797.06,1646.1,1347.79
2010-05-18,1778.69,1629.28,1334.02
2010-05-19,1774.24,1625.21,1330.68
2010-05-20,1784.94,1635.0,1338.7
2010-05-21,1773.48,1624.51,1330.11
2010-05-24,1796.64,1645.72,1347.48
2010-05-25,1828.46,1674.87,1371.35
2010-05-26,1837.3,1682.97,1377.97
2010-05-27,1820.37,1667.46,1365.28
2010-05-28,1804.45,1652.88,1353.34
2010-06-01,1854.04,1698.3,1390.53
2010-06-02,1836.58,1682.31,1377.44
2010-06-03,1806.42,1654.68,1354.81
2010-06-04,1832.31,1678.39,1374.23
2010-06-07,1864.32,1707.72,1398.24
2010-06-08,1872.99,1715.66,1404.74
2010-06-09,1848.86,1693.56,1386.65
2010-06-10,1834.92,1680.79,1376.19
2010-06-11,1847.09,1691.94,1385.32
2010-06-14,1824.91,1671.62,1368.68
2010-06-15,1839.68,1685.15,1379.76
2010-06-16,1834.26,1680.18,1375.69
2010-06-17,1848.58,1693.3,1386.43
2010-06-18,1859.72,1703.5,1394.79
2010-06-21,1819.88,1667.01,1364.91
2010-06-22,1834.53,1680.43,1375.89
2010-06-23,1831.1,1677.29,1373.33
2010-06-24,1852.42,1696.82,1389.32
2010-06-25,1863.3,1706.78,1397.48
2010-06-28,1835.2,1681.04,1376.4
2010-06-29,1853.21,1697.54,1389.91
2010-06-30,1858.03,1701.95,1393.52
2010-07-01,1799.94,1648.74,1349.95
2010-07-02,1807.4,1655.58,1355.55
2010-07-06,1790.08,1639.71,1342.56
2010-07-07,1809.26,1657.28,1356.94
2010-07-08,1793.5,1642.84,1345.12
2010-07-09,1809.14,1657.17,1356.86
2010-07-12,1797.93,1646.91,1348.45
2010-07-13,1810.38,1658.31,1357.79
2010-07-14,1808.06,1656.18,1356.04
2010-07-15,1804.18,1652.63,1353.13
2010-07-16,1783.71,1633.88,1337.78
2010-07-19,1751.07,1603.98,1313.31
2010-07-20,1810.03,1657.99,1357.53
2010-07-21,1803.29,1651.81,1352.47
2010-07-22,1808.04,1656.16,1356.03
2010-07-23,1790.51,1640.11,1342.89
2010-07-26,1789.25,1638.95,1341.94
2010-07-27,1736.73,1590.84,1302.55
2010-07-28,1741.9,1595.58,1306.42
2010-07-29,1745.27,1598.66,1308.95
2010-07-30,1761.33,1613.38,1321.0
2010-08-02,1753.52,1606.22,1315.14
2010-08-03,1757.71,1610.06,1318.28
2010-08-04,1770.31,1621.61,1327.74
2010-08-05,1770.58,1621.85,1327.93
2010-08-06,1781.91,1632.23,1336.44
2010-08-09,1774.13,1625.11,1330.6
2010-08-10,1772.1,1623.24,1329.07
2010-08-11,1782.96,1633.19,1337.22
2010-08-12,1819.65,1666.8,1364.74
2010-08-13,1824.49,1671.23,1368.37
2010-08-16,1835.68,1681.48,1376.76
2010-08-17,1840.99,1686.35,1380.75
2010-08-18,1842.68,1687.9,1382.01
2010-08-19,1846.05,1690.98,1384.54
2010-08-20,1829.07,1675.43,1371.8
2010-08-23,1838.49,1684.05,1378.86
2010-08-24,1844.05,1689.15,1383.03
2010-08-25,1867.33,1710.47,1400.5
2010-08-26,1861.75,1705.36,1396.31
2010-08-27,1859.28,1703.1,1394.46
2010-08-30,1861.53,1705.16,1396.14
2010-08-31,1881.19,1723.17,1410.89
2010-09-01,1884.39,1726.1,1413.29
2010-09-02,1877.04,1719.37,1407.78
2010-09-03,1871.58,1714.37,1403.69
2010-09-07,1880.2,1722.26,1410.15
2010-09-08,1883.59,1725.37,1412.69
2010-09-09,1867.84,1710.94,1400.88
2010-09-10,1852.66,1697.03,1389.49
2010-09-13,1852.75,1697.12,1389.56
2010-09-14,1887.19,1728.67,1415.39
2010-09-15,1879.07,1721.22,1409.3
2010-09-16,1889.23,1730.54,1416.93
2010-09-17,1890.63,1731.82,1417.97
2010-09-20,1886.54,1728.07,1414.9
2010-09-21,1866.25,1709.48,1399.69
2010-09-22,1890.7,1731.88,1418.02
2010-09-23,1895.79,1736.54,1421.84
2010-09-24,1893.78,1734.7,1420.34
2010-09-27,1886.05,1727.62,1414.54
2010-09-28,1887.43,1728.88,1415.57
2010-09-29,1895.22,1736.02,1421.41
2010-09-30,1879.07,1721.23,1409.3
2010-10-01,1885.62,1727.23,1414.21
2010-10-04,1878.27,1720.5,1408.7
2010-10-05,1913.42,1752.69,1435.07
2010-10-06,1921.98,1760.53,1441.48
2010-10-07,1895.13,1735.94,1421.34
2010-10-08,1910.19,1749.74,1432.64
2010-10-11,1932.17,1769.87,1449.13
2010-10-12,1919.25,1758.03,1439.43
2010-10-13,1959.35,1794.77,1469.52
2010-10-14,1962.57,1797.72,1471.93
2010-10-15,1942.6,1779.42,1456.95
2010-10-18,1946.71,1783.19,1460.03
2010-10-19,1895.97,1736.71,1421.98
2010-10-20,1914.53,1753.71,1435.9
2010-10-21,1882.48,1724.35,1411.86
2010-10-22,1882.05,1723.96,1411.54
2010-10-25,1915.92,1754.98,1436.94
2010-10-26,1903.53,1743.64,1427.65
2010-10-27,1887.43,1728.89,1415.57
2010-10-28,1916.7,1755.7,1437.53
2010-10-29,1938.12,1775.32,1453.59
2010-11-01,1929.48,1767.41,1447.11
2010-11-02,1933.63,1771.21,1450.23
2010-11-03,1900.1,1740.49,1425.08
2010-11-04,1967.13,1801.89,1475.34
2010-11-05,1977.25,1811.16,1482.94
2010-11-08,1979.94,1813.62,1484.95
2010-11-09,2007.95,1839.28,1505.96
2010-11-10,1987.76,1820.79,1490.82
2010-11-11,1996.6,1828.88,1497.45
2010-11-12,1942.07,1778.94,1456.56
2010-11-15,1970.01,1804.53,1477.51
2010-11-16,1940.96,1777.92,1455.72
2010-11-17,1942.22,1779.08,1456.67
2010-11-18,1962.05,1797.24,1471.54
2010-11-19,1962.86,1797.98,1472.15
2010-11-22,1975.78,1809.81,1481.83
2010-11-23,2006.23,1837.71,1504.67
2010-11-24,2010.12,1841.27,1507.59
2010-11-26,1995.39,1827.78,1496.54
2010-11-29,2007.49,1838.86,1505.61
2010-11-30,2039.42,1868.11,1529.56
2010-12-01,2041.47,1869.98,1531.1
2010-12-02,2019.12,1849.52,1514.34
2010-12-03,2039.18,1867.89,1529.39
2010-12-06,2043.67,1872.0,1532.75
2010-12-07,2028.9,1858.47,1521.68
2010-12-08,1977.95,1811.8,1483.46
2010-12-09,2014.07,1844.88,1510.55
2010-12-10,2005.01,1836.59,1503.75
2010-12-13,2019.34,1849.72,1514.51
2010-12-14,2026.64,1856.4,1519.98
2010-12-15,2000.51,1832.47,1500.38
2010-12-16,1993.69,1826.22,1495.26
2010-12-17,2005.62,1837.14,1504.21
2010-12-20,2012.0,1842.99,1509.0
2010-12-21,2020.03,1850.35,1515.02
2010-12-22,2014.42,1845.21,1510.82
2010-12-23,1994.34,1826.82,1495.76
2010-12-27,2000.48,1832.44,1500.36
2010-12-28,2037.54,1866.38,1528.15
2010-12-29,2042.18,1870.63,1531.63
2010-12-30,2029.98,1859.46,1522.49
2010-12-31,2047.34,1875.36,1535.51
2011-01-03,2049.87,1877.68,1537.4
2011-01-04,1977.11,1811.03,1482.83
2011-01-05,1982.6,1816.06,1486.95
2011-01-06,1993.38,1825.93,1495.03
2011-01-07,1987.84,1820.86,1490.88
2011-01-10,2003.26,1834.98,1502.44
2011-01-11,2016.14,1846.79,1512.11
2011-01-12,2009.17,1840.4,1506.88
2011-01-13,2002.53,1834.32,1501.9
2011-01-14,1966.45,1801.27,1474.84
2011-01-18,1998.7,1830.81,1499.02
2011-01-19,1996.48,1828.77,1497.36
2011-01-20,1961.08,1796.35,1470.81
2011-01-21,1973.68,1807.89,1480.26
2011-01-24,1970.62,1805.08,1477.96
2011-01-25,1946.82,1783.29,1460.12
2011-01-26,1954.7,1790.51,1466.03
2011-01-27,1926.51,1764.69,1444.88
2011-01-28,1969.36,1803.93,1477.02
2011-01-31,1965.65,1800.54,1474.24
2011-02-01,1972.57,1806.87,1479.42
2011-02-02,1943.94,1780.65,1457.96
2011-02-03,1976.05,1810.06,1482.04
2011-02-04,1974.97,1809.07,1481.23
2011-02-07,1976.03,1810.04,1482.02
2011-02-08,1986.13,1819.3,1489.6
2011-02-09,1981.15,1814.73,1485.86
2011-02-10,1985.7,1818.9,1489.27
2011-02-11,1995.02,1827.44,1496.27
2011-02-14,2000.95,1832.87,1500.72
2011-02-15,2002.76,1834.53,1502.07
2011-02-16,2007.01,1838.42,1505.26
2011-02-17,2017.16,1847.72,1512.87
2011-02-18,2017.8,1848.3,1513.35
2011-02-22,2022.53,1852.63,1516.89
2011-02-23,2051.7,1879.36,1538.77
2011-02-24,2049.91,1877.71,1537.43
2011-02-25,2056.2,1883.48,1542.15
2011-02-28,2050.28,1878.05,1537.71
2011-03-01,2074.51,1900.25,1555.88
2011-03-02,2071.46,1897.46,1553.6
2011-03-03,2039.99,1868.63,1530.0
2011-03-04,2059.41,1886.42,1544.56
2011-03-07,2070.36,1896.45,1552.77
2011-03-08,2063.04,1889.74,1547.28
2011-03-09,2063.29,1889.97,1547.47
2011-03-10,2037.24,1866.12,1527.93
2011-03-11,2061.63,1888.45,1546.22
2011-03-14,2071.99,1897.94,1553.99
2011-03-15,2012.55,1843.5,1509.41
2011-03-16,2026.89,1856.63,1520.17
2011-03-17,2032.19,1861.48,1524.14
2011-03-18,2050.78,1878.51,1538.08
2011-03-21,2063.31,1889.99,1547.48
2011-03-22,2061.15,1888.01,1545.86
2011-03-23,2073.39,1899.23,1555.05
2011-03-24,2064.31,1890.91,1548.23
2011-03-25,2044.92,1873.14,1533.69
2011-03-28,2040.13,1868.76,1530.1
2011-03-29,2034.99,1864.05,1526.24
2011-03-30,2044.37,1872.64,1533.27
2011-03-31,2063.73,1890.38,1547.8
2011-04-01,2040.9,1869.46,1530.67
2011-04-04,2046.66,1874.74,1535.0
2011-04-05,2068.61,1894.84,1551.45
2011-04-06,2076.17,1901.77,1557.13
2011-04-07,2065.59,1892.08,1549.19
2011-04-08,2089.06,1913.57,1566.79
2011-04-11,2078.8,1904.18,1559.1
2011-04-12,2067.46,1893.8,1550.6
2011-04-13,2066.94,1893.32,1550.21
2011-04-14,2101.79,1925.24,1576.34
2011-04-15,2121.21,1943.03,1590.91
2011-04-18,2124.15,1945.72,1593.11
2011-04-19,2131.46,1952.42,1598.6
2011-04-20,2139.29,1959.59,1604.47
2011-04-21,2139.04,1959.36,1604.28
2011-04-25,2147.11,1966.75,1610.33
2011-04-26,2146.0,1965.74,1609.5
2011-04-27,2165.56,1983.66,1624.17
2011-04-28,2181.76,1998.49,1636.32
2011-04-29,2216.17,2030.02,1662.13
2011-05-02,2214.57,2028.55,1660.93
2011-05-03,2189.57,2005.64,1642.18
2011-05-04,2162.99,1981.3,1622.25
2011-05-05,2110.16,1932.91,1582.62
2011-05-06,2143.06,1963.04,1607.29
2011-05-09,2160.99,1979.46,1620.74
2011-05-10,2175.17,1992.46,1631.38
2011-05-11,2152.94,1972.1,1614.71
2011-05-12,2159.38,1977.99,1619.53
2011-05-13,2146.7,1966.38,1610.03
2011-05-16,2149.48,1968.92,1612.11
2011-05-17,2139.05,1959.37,1604.28
2011-05-18,2164.29,1982.49,1623.22
2011-05-19,2156.97,1975.78,1617.73
2011-05-20,2175.63,1992.88,1631.72
2011-05-23,2191.97,2007.84,1643.98
2011-05-24,2211.08,2025.35,1658.31
2011-05-25,2216.51,2030.32,1662.38
2011-05-26,2214.42,2028.41,1660.82
2011-05-27,2232.08,2044.58,1674.06
2011-05-31,2226.21,2039.21,1669.66
2011-06-01,2229.53,2042.25,1672.15
2011-06-02,2204.65,2019.46,1653.49
2011-06-03,2218.61,2032.25,1663.96
2011-06-06,2228.65,2041.44,1671.49
2011-06-07,2216.45,2030.26,1662.33
2011-06-08,2206.01,2020.71,1654.51
2011-06-09,2214.23,2028.23,1660.67
2011-06-10,2191.89,2007.77,1643.92
2011-06-13,2178.38,1995.4,1633.79
2011-06-14,2194.81,2010.45,1646.11
2011-06-15,2194.41,2010.08,1645.81
2011-06-16,2198.31,2013.65,1648.73
2011-06-17,2216.13,2029.97,1662.09
2011-06-20,2218.47,2032.12,1663.85
2011-06-21,2230.26,2042.92,1672.7
2011-06-22,2234.73,2047.01,1676.04
2011-06-23,2187.04,2003.32,1640.28
2011-06-24,2163.66,1981.91,1622.75
2011-06-27,2163.81,1982.05,1622.86
2011-06-28,2167.33,1985.27,1625.5
2011-06-29,2181.58,1998.33,1636.19
2011-06-30,2161.91,1980.31,1621.43
2011-07-01,2125.17,1946.66,1593.88
2011-07-05,2159.77,1978.35,1619.83
2011-07-06,2179.26,1996.2,1634.44
2011-07-07,2180.9,1997.71,1635.68
2011-07-08,2196.58,2012.07,1647.44
2011-07-11,2211.55,2025.78,1658.66
2011-07-12,2227.09,2040.01,1670.32
2011-07-13,2271.01,2080.25,1703.26
2011-07-14,2270.84,2080.09,1703.13
2011-07-15,2269.43,2078.8,1702.07
2011-07-18,2292.55,2099.97,1719.41
2011-07-19,2290.42,2098.02,1717.81
2011-07-20,2277.74,2086.41,1708.3
2011-07-21,2263.61,2073.47,1697.71
2011-07-22,2280.69,2089.12,1710.52
2011-07-25,2298.16,2105.12,1723.62
2011-07-26,2303.01,2109.55,1727.25
2011-07-27,2287.23,2095.1,1715.42
2011-07-28,2283.92,2092.07,1712.94
2011-07-29,2303.97,2110.44,1727.98
2011-08-01,2300.86,2107.58,1725.64
2011-08-02,2326.01,2130.62,1744.51
2011-08-03,2367.16,2168.32,1775.37
2011-08-04,2359.58,2161.38,1769.68
2011-08-05,2362.29,2163.86,1771.72
